ID,Paved Drive,BsmtExposure,BsmtUnfinishedArea,ProximityToMainRoad2,KitchenQuality,SaleCondition,LivingArea,Lot Config,FenceQuality,SaleType,HalfBaths,Neighborhood,HeatingQuality,LotFrontage,RoofMaterial,Exterior1,Foundation,HouseType,YearRemodelled,MasVnrArea,Misc Feature,GarageFinish,ExteriorQual,UtilitiesAvailable,HouseStyle,MasVnrType,FireplaceQuality,EnclosedPorchArea,BsmtCondition,PoolSize,BsmtHeight,BsmtFullBaths,ScreenPorchArea,Misc,BsmtFinishType2,TotalRooms,YearBuilt,YearSold,BsmtFinish2Area,PoolQuality,OpenPorchArea,Fireplaces,RoofType,Functional,ExteriorCond,GarageCondition,TotalBsmtArea,Electrical,SeasonPorchArea,LowQualityFinishArea,ProximityToMainRoad,BsmtHalfBaths,GarageQuality,WoodDeckArea,ZoningClass,Bedrooms,TypeOfAlleyAccess,FullBaths,OverallRating,BsmtFinishType1,TypeOfRoadAccess,MonthSold,GarageCars,Shape,Flatness,HeatingType,Central Air,SlopeOfProperty,Exterior2,GarageArea,BsmtFinish1Area,Quality,GarageType,LotSize,Kitchens,GarageYearBuilt,BuildingClass,2ndFloorArea,1stFloorArea,SalePrice
49,Y,Av,172,Norm,Gd,Normal,1661,CulDSac,,ConLw,1,CollgCr,Ex,43.0,CompShg,VinylSd,PConc,1Fam,1996,0.0,,RFn,Gd,AllPub,2Story,None,TA,0,TA,0,Gd,1,0,0,ALQ,6,1996,2009,385,,61,1,Gable,Typ,TA,TA,1006,SBrkr,0,0,PosN,0,TA,158,RL,3,,2,6,GLQ,Pave,4,2.0,IR2,Lvl,GasA,Y,Gtl,VinylSd,550.0,449,7,Attchd,10667,1,1996.0,60,1086,1871,251700.0
50,P,No,559,Norm,TA,Normal,2058,Inside,,WD,1,OldTown,Fa,60.0,CompShg,AsbShng,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,2.5Unf,None,Gd,259,TA,0,Gd,0,0,0,Unf,8,1917,2008,0,,0,1,Gable,Typ,TA,Fa,942,SBrkr,0,0,Norm,0,Fa,0,RM,3,Grvl,1,5,Rec,Pave,4,2.0,Reg,Lvl,OthW,N,Gtl,AsbShng,396.0,383,6,Detchd,9600,1,1950.0,75,1176,2178,160646.0
51,Y,No,814,Norm,TA,Normal,1040,Inside,GdWo,WD,0,NAmes,TA,70.0,CompShg,BrkFace,CBlock,1Fam,1959,0.0,,RFn,TA,AllPub,1Story,None,,252,TA,0,TA,0,0,0,Unf,6,1959,2006,0,,0,0,Gable,Typ,TA,TA,1247,FuseA,0,0,Norm,0,TA,140,RL,3,,1,5,LwQ,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,286.0,433,5,Attchd,7560,1,1959.0,20,252,2084,165510.0
52,Y,No,1047,Norm,TA,Normal,1605,Corner,,WD,0,OldTown,Gd,60.0,CompShg,VinylSd,CBlock,1Fam,1950,0.0,,Unf,Gd,AllPub,2Story,None,,202,TA,0,Fa,0,0,0,Unf,8,1915,2010,0,,0,0,Gambrel,Typ,Gd,TA,1047,SBrkr,0,0,Norm,0,TA,0,RM,3,,2,6,Unf,Pave,5,1.0,Reg,Lvl,GasA,N,Gtl,VinylSd,379.0,0,3,Detchd,5790,2,1915.0,50,1017,1884,136555.0
53,Y,No,896,Norm,TA,Abnorml,2119,Corner,GdPrv,COD,1,NWAmes,TA,,CompShg,HdBoard,CBlock,1Fam,1972,333.0,,RFn,TA,AllPub,SLvl,BrkFace,TA,0,TA,0,TA,0,0,0,Unf,7,1972,2009,0,,104,1,Gable,Typ,TA,TA,896,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,6,Unf,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,583.0,0,6,Attchd,10448,1,1972.0,80,993,2422,192066.0
54,Y,Av,1533,Norm,Gd,Normal,1414,FR2,,WD,0,CollgCr,Ex,65.0,CompShg,VinylSd,PConc,1Fam,2004,98.0,,RFn,Gd,AllPub,1Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,6,2004,2010,0,,105,0,Gable,Typ,TA,TA,1621,SBrkr,0,0,Norm,0,TA,132,RL,3,,2,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,494.0,88,7,Attchd,8773,1,2004.0,20,252,2458,222410.0
55,Y,Gd,866,Norm,TA,Alloca,1650,Inside,,WD,0,Timber,TA,,Tar&Grv,Plywood,CBlock,1Fam,1958,0.0,,Unf,TA,AllPub,1Story,None,Gd,0,TA,0,Gd,1,138,0,Unf,6,1958,2006,0,,0,2,Gable,Typ,TA,TA,1839,SBrkr,0,0,Norm,0,TA,0,RL,2,,1,5,BLQ,Pave,3,2.0,IR1,Low,GasA,Y,Mod,Plywood,518.0,973,6,Attchd,50102,1,1958.0,20,252,2694,294127.0
56,Y,No,835,Norm,Gd,Normal,2030,Inside,,WD,1,NWAmes,TA,,CompShg,Plywood,CBlock,1Fam,1976,298.0,,Fin,TA,AllPub,2Story,BrkFace,TA,0,TA,0,TA,0,0,0,Unf,8,1976,2007,0,,224,1,Gable,Typ,TA,TA,1055,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,6,LwQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,551.0,220,6,Attchd,12046,1,1976.0,60,1164,2162,232700.0
57,Y,No,515,Norm,Gd,Normal,1177,FR2,MnPrv,WD,0,NWAmes,TA,79.0,CompShg,Plywood,CBlock,1Fam,1984,98.0,,Fin,TA,AllPub,1Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,6,1984,2007,0,,103,0,Gable,Typ,TA,TA,1360,SBrkr,0,0,Norm,0,TA,204,RL,3,,2,6,ALQ,Pave,8,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,495.0,845,6,Attchd,11850,1,1984.0,20,252,2221,184916.0
58,Y,Mn,1611,Norm,Gd,Family,1492,Inside,,WD,0,CollgCr,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2001,180.0,,RFn,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,0,168,0,Unf,6,2001,2009,0,,114,1,Gable,Typ,TA,TA,1699,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,GLQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,608.0,88,7,Attchd,11166,1,2001.0,20,252,2536,239413.0
59,N,No,963,Norm,TA,Alloca,952,Corner,,WD,0,IDOTRR,Gd,66.0,CompShg,Wd Sdng,CBlock,1Fam,1950,0.0,,RFn,Fa,AllPub,1Story,None,,265,TA,0,TA,0,0,0,Unf,5,1896,2010,0,,0,0,Hip,Typ,Fa,TA,963,SBrkr,0,0,Norm,0,TA,0,C (all),3,,1,7,Unf,Grvl,6,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,330.0,0,4,Detchd,8712,1,1896.0,30,252,1996,73443.0
60,Y,Av,527,Norm,TA,Normal,960,Inside,,WD,0,OldTown,TA,50.0,CompShg,Wd Sdng,CBlock,2fmCon,1955,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,5,1955,2006,0,,0,0,Hip,Typ,TA,TA,1167,FuseA,0,0,Norm,0,TA,0,RM,3,,1,7,GLQ,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,576.0,640,5,Detchd,6000,1,1976.0,190,252,2004,167465.0
61,Y,No,1380,Norm,Gd,Normal,2199,Inside,,WD,1,NoRidge,Ex,84.0,CompShg,HdBoard,PConc,1Fam,1997,1290.0,,Fin,Gd,AllPub,2.5Unf,BrkFace,TA,0,TA,0,Gd,0,0,0,Unf,9,1997,2008,0,,131,1,Hip,Typ,TA,TA,1380,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,516.0,0,8,Attchd,9660,1,1997.0,75,1269,2226,331198.0
62,Y,No,432,Norm,TA,Normal,1456,FR2,,WD,1,NPkVill,TA,24.0,CompShg,Plywood,CBlock,Twnhs,1976,0.0,,Unf,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0,0,0,Unf,7,1976,2009,0,,0,1,Gable,Typ,TA,TA,1062,SBrkr,0,0,Norm,0,TA,87,RL,3,,2,6,ALQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Brk Cmn,440.0,630,6,Attchd,2280,1,1976.0,160,853,1899,181576.0
63,Y,No,779,Norm,TA,Normal,1111,Inside,,WD,0,OldTown,TA,,CompShg,Wd Sdng,PConc,1Fam,1950,0.0,,Unf,TA,AllPub,1.5Fin,None,Gd,176,TA,0,TA,0,0,0,Unf,5,1926,2008,0,,0,1,Gable,Typ,TA,TA,779,SBrkr,0,0,Norm,0,TA,0,RM,2,,1,7,Unf,Pave,8,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,288.0,0,7,Detchd,5700,1,1982.0,50,791,1616,147020.0
64,Y,No,296,Norm,Ex,Normal,2353,Corner,GdPrv,WD,1,NWAmes,TA,94.0,CompShg,CemntBd,CBlock,1Fam,1980,278.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,1,0,0,Unf,10,1980,2009,0,,195,1,Gable,Typ,TA,TA,1052,SBrkr,0,0,Norm,0,TA,288,RL,4,,2,7,GLQ,Pave,8,2.0,IR1,Lvl,GasA,Y,Gtl,CmentBd,484.0,756,7,Attchd,13005,1,1983.0,60,1452,2197,304425.0
65,Y,No,804,Norm,TA,Normal,864,Inside,,WD,0,Edwards,TA,45.0,CompShg,Stucco,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,,96,Fa,0,TA,1,0,0,Unf,5,1914,2010,0,,0,0,Gable,Typ,Fa,Fa,1071,FuseF,0,0,Norm,0,TA,0,RL,2,Grvl,1,3,Rec,Pave,6,1.0,Reg,Lvl,GasA,N,Gtl,Stucco,200.0,267,3,Detchd,8212,1,1938.0,30,252,1908,82741.0
66,Y,Mn,987,Norm,TA,Normal,1846,Inside,GdWo,WD,0,NAmes,Ex,78.0,CompShg,Wd Sdng,CBlock,1Fam,1950,320.0,,Unf,TA,AllPub,1.5Fin,BrkFace,Gd,0,TA,0,TA,0,0,0,Unf,7,1949,2007,0,,0,1,Gable,Typ,TA,TA,1247,SBrkr,0,0,Artery,0,TA,0,RL,3,,2,6,Rec,Pave,1,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,315.0,260,6,Attchd,10496,1,1949.0,50,930,2212,175728.0
67,Y,No,806,Norm,Ex,Partial,1686,Inside,,New,0,NridgHt,Ex,61.0,CompShg,MetalSd,PConc,TwnhsE,2006,518.0,,Fin,Gd,AllPub,1Story,BrkFace,Gd,0,Gd,0,Ex,1,0,0,Unf,6,2006,2006,0,,100,1,Hip,Typ,TA,TA,1893,SBrkr,0,0,Norm,0,TA,266,RL,1,,2,5,GLQ,Pave,6,3.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,899.0,1087,9,Attchd,7740,1,2006.0,20,252,2730,383929.0
68,Y,No,442,Norm,TA,Normal,1130,Inside,,WD,0,OldTown,Ex,60.0,CompShg,Stucco,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,Gd,0,TA,0,TA,1,0,0,Unf,5,1920,2006,0,,0,1,Hip,Typ,TA,TA,1327,SBrkr,0,0,Norm,0,TA,229,RL,2,Grvl,1,6,Rec,Pave,6,2.0,Reg,Lvl,GasA,Y,Gtl,Stucco,720.0,885,5,Detchd,10800,1,1970.0,30,252,2174,150515.0
69,Y,No,443,Norm,TA,Normal,1308,Inside,,WD,1,Crawfor,Ex,130.0,CompShg,MetalSd,BrkTil,1Fam,1950,0.0,,Unf,Gd,AllPub,1.5Fin,None,TA,0,Fa,0,TA,1,0,0,Unf,7,1940,2009,0,,70,2,Gable,Min2,Gd,TA,935,SBrkr,0,0,Norm,0,TA,0,RL,2,,1,7,Rec,Pave,6,1.0,IR1,HLS,GasA,Y,Gtl,MetalSd,256.0,492,5,Detchd,9600,1,1940.0,50,584,2020,194427.0
70,Y,No,1407,Norm,TA,Family,1200,Corner,,WD,0,OldTown,TA,84.0,CompShg,Wd Sdng,BrkTil,1Fam,1950,0.0,,Unf,TA,AllPub,1Story,None,,228,TA,0,TA,0,0,0,Unf,7,1923,2006,0,,0,0,Gable,Typ,TA,Fa,1407,FuseA,0,0,Norm,0,Fa,0,RM,4,,1,5,Unf,Pave,3,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,312.0,0,6,Detchd,11340,1,1923.0,30,252,2244,155701.0
71,Y,Av,140,Norm,TA,Normal,1181,Inside,MnPrv,WD,0,Edwards,TA,90.0,CompShg,Plywood,CBlock,1Fam,1972,0.0,,RFn,TA,AllPub,SFoyer,None,,180,TA,0,Gd,1,0,0,Rec,6,1972,2008,221,,0,0,Gable,Typ,TA,TA,1345,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,BLQ,Pave,4,2.0,Reg,Lvl,GasA,Y,Gtl,Plywood,588.0,984,4,Detchd,10012,1,1974.0,85,252,2225,169638.0
72,Y,No,1455,Norm,TA,Normal,2544,Corner,,WD,2,NAmes,TA,81.0,CompShg,MetalSd,CBlock,Duplex,1969,480.0,,RFn,TA,AllPub,2Story,Stone,,0,TA,0,TA,0,0,0,Unf,12,1969,2009,0,,0,0,Gable,Typ,TA,TA,1455,SBrkr,0,0,Artery,0,TA,0,RL,6,,2,5,Unf,Pave,8,3.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,907.0,0,6,Attchd,9671,2,1969.0,90,1548,2292,227591.0
73,Y,Mn,1068,Norm,TA,AdjLand,2592,Inside,,WD,0,SWISU,Fa,60.0,CompShg,Wd Sdng,PConc,Duplex,1950,0.0,Shed,,TA,AllPub,2Story,None,,240,TA,0,TA,2,0,1512,Unf,12,1923,2007,0,,742,0,Hip,Min2,TA,,1503,FuseA,0,0,Norm,0,,0,RL,6,,2,6,Rec,Pave,1,0.0,Reg,Lvl,Grav,N,Gtl,Plywood,0.0,435,5,,10890,2,,90,1548,2340,183356.0
74,Y,No,617,Norm,Ex,Normal,1288,Inside,,WD,1,Veenker,Ex,38.0,CompShg,BrkFace,PConc,TwnhsE,1996,0.0,,Fin,Gd,AllPub,1Story,None,Gd,0,TA,0,Gd,1,224,0,Unf,4,1996,2008,0,,30,2,Gable,Typ,TA,TA,1467,SBrkr,0,0,Norm,0,TA,120,RL,1,,1,5,GLQ,Pave,12,2.0,IR2,Lvl,GasA,Y,Gtl,BrkFace,500.0,850,8,Attchd,14963,1,1996.0,120,252,2332,288428.0
75,Y,No,462,Norm,Ex,Abnorml,2559,Inside,MnPrv,WD,1,SawyerW,Ex,88.0,CompShg,HdBoard,CBlock,1Fam,1989,232.0,,RFn,Gd,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,168,0,Unf,9,1989,2006,0,,245,1,Gable,Typ,TA,TA,1075,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,4,ALQ,Pave,11,2.0,IR1,Bnk,GasA,Y,Gtl,HdBoard,506.0,613,6,Attchd,12128,1,1989.0,60,1498,2357,248201.0
76,Y,No,887,Norm,TA,Normal,925,Inside,,WD,0,Sawyer,Gd,,CompShg,HdBoard,PConc,1Fam,1963,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Unf,5,1963,2006,0,,74,0,Gable,Typ,TA,TA,1132,SBrkr,0,0,RRAe,0,TA,203,RL,2,,1,6,ALQ,Pave,10,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,484.0,245,5,Detchd,8638,1,1990.0,20,252,1969,165098.0
77,Y,No,1698,Norm,TA,Normal,1491,Inside,,WD,0,Timber,Ex,,CompShg,VinylSd,PConc,1Fam,1996,203.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Ex,0,0,0,Unf,7,1996,2007,0,,35,1,Gable,Typ,TA,TA,1698,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,11,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,571.0,0,6,Attchd,7777,1,1996.0,20,252,2535,214176.0
78,Y,Av,533,Norm,Fa,Family,2080,Inside,,WD,2,NAmes,TA,70.0,CompShg,Plywood,PConc,1Fam,1969,192.0,,Unf,TA,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,0,0,Unf,9,1969,2007,0,,0,2,Gable,Typ,TA,TA,1247,SBrkr,0,0,Norm,1,TA,335,RL,5,,1,5,Rec,Pave,9,2.0,IR1,HLS,GasA,Y,Sev,Plywood,504.0,714,5,Attchd,11606,1,1969.0,60,1292,2084,166876.0
79,Y,No,582,Norm,Gd,Normal,1737,Corner,,WD,1,SawyerW,Gd,75.0,CompShg,HdBoard,PConc,1Fam,1992,0.0,,Fin,Gd,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,Unf,7,1992,2008,0,,85,0,Gable,Typ,TA,TA,1043,SBrkr,0,0,Norm,1,TA,192,RL,3,,2,5,GLQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,HdBoard,506.0,461,7,Attchd,8285,1,1992.0,60,1145,1888,210827.0
80,Y,No,619,Norm,Gd,Normal,2288,Inside,,WD,2,NWAmes,Ex,,CompShg,HdBoard,PConc,1Fam,1992,283.0,,RFn,TA,AllPub,2Story,BrkFace,TA,0,TA,0,Gd,0,156,0,Unf,8,1977,2009,0,,72,2,Hip,Typ,Gd,TA,1115,SBrkr,0,0,Norm,0,TA,321,RL,4,,1,7,GLQ,Pave,11,2.0,IR1,Lvl,GasA,Y,Gtl,HdBoard,520.0,496,7,Attchd,13774,1,1977.0,60,1224,2360,271265.0
81,Y,No,639,Norm,TA,Normal,1671,Inside,,WD,0,Crawfor,Ex,81.0,CompShg,Stucco,BrkTil,1Fam,1950,270.0,,Unf,Gd,AllPub,1.5Fin,BrkFace,Gd,0,TA,0,TA,0,0,0,Unf,7,1929,2006,0,,0,1,Gable,Typ,Gd,TA,1229,FuseA,0,0,Norm,0,TA,0,RL,4,,2,7,ALQ,Pave,2,2.0,IR1,Lvl,GasA,Y,Gtl,Wd Sdng,451.0,590,7,Detchd,8170,1,1963.0,50,801,2166,258189.0
82,Y,Av,527,Norm,Gd,Normal,1501,Inside,,WD,0,Timber,Gd,42.0,CompShg,VinylSd,CBlock,TwnhsE,1986,340.0,,Fin,Gd,AllPub,1Story,BrkFace,TA,0,TA,0,Gd,1,0,0,Unf,6,1986,2008,0,,0,1,Gable,Typ,TA,TA,1484,SBrkr,0,0,Norm,0,TA,240,RL,2,,2,6,GLQ,Pave,7,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,512.0,957,7,Attchd,4084,1,1986.0,120,252,2545,284066.0
83,Y,No,1101,Norm,TA,Normal,958,Inside,,WD,0,NPkVill,TA,,CompShg,Plywood,CBlock,TwnhsE,1976,0.0,,RFn,TA,AllPub,1Story,None,TA,0,TA,0,Gd,0,0,0,Unf,5,1976,2007,0,,205,1,Gable,Typ,TA,TA,1285,SBrkr,0,0,Norm,0,TA,0,RL,2,,2,5,ALQ,Pave,2,2.0,IR1,Lvl,GasA,Y,Gtl,Plywood,440.0,184,6,Attchd,4928,1,1977.0,120,252,2002,159339.0
84,Y,Gd,1032,Norm,Gd,Partial,2473,CulDSac,,New,1,StoneBr,Ex,63.0,CompShg,VinylSd,PConc,1Fam,2006,184.0,,Fin,Gd,AllPub,2Story,BrkFace,Gd,0,Gd,0,Ex,0,0,0,Unf,11,2006,2006,0,,39,1,Hip,Typ,TA,TA,1301,SBrkr,0,0,Norm,0,TA,246,RL,4,,2,5,GLQ,Pave,7,3.0,IR1,HLS,GasA,Y,Gtl,VinylSd,675.0,269,9,BuiltIn,12292,1,2006.0,60,1623,2146,410095.0
85,Y,No,258,Norm,TA,Normal,1604,Inside,,WD,0,Edwards,Ex,60.0,CompShg,Wd Sdng,CBlock,1Fam,1960,0.0,,Unf,TA,AllPub,1.5Fin,None,,0,TA,0,TA,0,0,0,BLQ,6,1941,2009,461,,68,0,Gable,Min2,TA,TA,1191,SBrkr,0,0,Norm,0,TA,0,RL,3,Grvl,2,5,LwQ,Pave,7,2.0,Reg,Lvl,GasA,Y,Gtl,Wd Sdng,660.0,472,5,Detchd,10998,1,1977.0,50,872,2028,146958.0
86,Y,No,1075,Norm,Gd,Partial,2021,CulDSac,,New,1,Gilbert,Ex,168.0,CompShg,VinylSd,PConc,1Fam,2006,0.0,,RFn,Gd,AllPub,2Story,None,Gd,0,Gd,0,Ex,0,0,0,Unf,9,2006,2006,0,,100,1,Gable,Typ,TA,TA,1075,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,9,2.0,IR3,HLS,GasA,Y,Gtl,VinylSd,422.0,0,7,BuiltIn,23257,1,2006.0,60,1386,1931,320584.0
87,Y,Av,551,Norm,Gd,Normal,1702,Inside,,WD,0,Somerst,Ex,85.0,CompShg,VinylSd,PConc,1Fam,2007,260.0,,RFn,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Gd,1,0,0,Unf,7,2007,2009,0,,69,1,Gable,Typ,TA,TA,1909,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,GLQ,Pave,3,3.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,844.0,1358,8,Attchd,10130,1,2007.0,20,252,2746,321348.0
88,Y,Mn,915,Norm,Gd,Normal,1971,Inside,,WD,1,Somerst,Ex,75.0,CompShg,VinylSd,PConc,1Fam,2005,0.0,,RFn,Gd,AllPub,2Story,None,Gd,0,TA,0,Gd,0,0,0,Unf,8,2005,2009,0,,48,1,Gable,Typ,TA,TA,1320,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,GLQ,Pave,2,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,689.0,405,7,Attchd,9675,1,2005.0,60,1110,2157,296582.0
89,Y,No,377,Norm,TA,Normal,1456,FR2,,WD,1,NPkVill,Gd,24.0,CompShg,Plywood,CBlock,TwnhsE,1975,0.0,,RFn,TA,AllPub,2Story,None,,0,TA,0,Gd,0,0,0,LwQ,7,1975,2008,335,,0,0,Gable,Typ,TA,TA,1062,SBrkr,0,0,Norm,0,TA,0,RL,4,,2,6,ALQ,Pave,5,2.0,Reg,Lvl,GasA,Y,Gtl,Brk Cmn,460.0,350,6,Attchd,2308,1,1975.0,160,853,1899,175722.0
90,Y,Mn,768,Norm,Gd,Partial,1358,Inside,,New,0,NridgHt,Ex,44.0,CompShg,VinylSd,PConc,TwnhsE,2010,128.0,,RFn,Gd,AllPub,1Story,Stone,Gd,0,TA,0,Gd,1,0,0,Unf,6,2009,2010,0,,35,1,Gable,Typ,TA,TA,1565,SBrkr,0,0,Norm,0,TA,192,RL,2,,2,5,GLQ,Pave,6,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,484.0,797,7,Attchd,6371,1,2010.0,120,252,2402,264802.0
91,Y,No,1139,Norm,TA,Family,1633,Corner,,WD,1,Gilbert,Gd,73.0,CompShg,VinylSd,PConc,1Fam,1998,0.0,,Fin,TA,AllPub,2Story,None,TA,0,TA,0,Gd,0,0,0,Unf,7,1998,2008,0,,39,1,Gable,Typ,TA,TA,1139,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,4,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,460.0,0,6,Attchd,11184,1,1998.0,60,953,1976,219673.0
92,Y,No,482,Norm,Gd,Normal,1573,Inside,,WD,1,Somerst,Ex,24.0,CompShg,MetalSd,PConc,Twnhs,2000,216.0,,Unf,Gd,AllPub,2Story,BrkFace,,0,TA,0,Gd,0,0,0,Unf,4,2000,2007,0,,32,0,Gable,Typ,TA,TA,963,SBrkr,0,0,Norm,0,TA,0,FV,3,,2,5,GLQ,Pave,9,2.0,Reg,Lvl,GasA,Y,Gtl,MetalSd,440.0,481,6,Detchd,2117,1,2000.0,160,1056,1813,213068.0
93,Y,No,996,Norm,Gd,Normal,1515,Inside,,WD,1,Gilbert,Ex,80.0,CompShg,VinylSd,PConc,1Fam,2004,0.0,,Fin,Gd,AllPub,2Story,None,Gd,0,TA,0,Gd,0,0,0,Unf,8,2004,2008,0,,75,1,Gable,Typ,TA,TA,996,SBrkr,0,0,Norm,0,TA,0,RL,3,,2,5,Unf,Pave,7,2.0,IR1,Lvl,GasA,Y,Gtl,VinylSd,393.0,0,6,Attchd,9024,1,2004.0,60,954,1857,215320.0
94,Y,Av,131,Norm,TA,Normal,1968,Inside,MnPrv,WD,1,Mitchel,Ex,,CompShg,HdBoard,CBlock,1Fam,1969,232.0,Shed,RFn,TA,AllPub,2Story,BrkFace,Po,0,TA,0,TA,0,0,400,LwQ,7,1969,2008,234,,189,1,Gable,Min2,TA,TA,991,SBrkr,0,0,Norm,1,TA,305,RL,4,,2,4,ALQ,Pave,9,2.0,IR1,Lvl,GasA,Y,Mod,HdBoard,530.0,626,5,Attchd,11075,1,1969.0,60,1052,2212,207560.0
95,Y,No,102,Norm,TA,Normal,1056,Inside,MnPrv,WD,1,NAmes,Gd,80.0,CompShg,HdBoard,CBlock,1Fam,1955,0.0,Shed,Fin,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,650,BLQ,6,1955,2006,953,,0,0,Gable,Typ,TA,TA,1263,SBrkr,0,0,Norm,0,TA,0,RL,3,,1,6,Rec,Pave,11,1.0,Reg,Bnk,GasA,Y,Gtl,HdBoard,300.0,208,5,Attchd,13600,1,1955.0,20,252,2100,155841.0
96,Y,No,1069,Norm,TA,Normal,1158,Corner,,WD,0,BrkSide,TA,50.0,CompShg,WdShing,BrkTil,1Fam,1950,0.0,,RFn,TA,AllPub,1.5Fin,None,Gd,112,TA,0,TA,0,0,0,Unf,5,1929,2008,0,,0,1,Gable,Typ,TA,TA,1069,SBrkr,0,0,Norm,0,TA,0,RM,3,,1,7,Unf,Pave,7,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Shng,208.0,0,6,BuiltIn,6000,1,1929.0,50,460,1994,150493.0
97,Y,No,964,Norm,TA,Normal,1955,Inside,,WD,0,IDOTRR,Gd,75.0,CompShg,WdShing,CBlock,1Fam,1958,162.0,,Fin,TA,AllPub,1.5Fin,BrkFace,,0,TA,0,TA,0,0,0,Unf,7,1958,2008,0,,0,0,Gable,Typ,TA,TA,1358,FuseA,0,0,Norm,0,TA,0,RM,4,,2,5,ALQ,Pave,1,1.0,Reg,Lvl,GasA,Y,Gtl,Wd Shng,356.0,394,5,Attchd,9000,1,1958.0,50,1056,2195,200421.0
98,Y,No,378,Norm,TA,Normal,882,Corner,MnPrv,WD,0,CollgCr,TA,70.0,CompShg,VinylSd,CBlock,1Fam,1972,0.0,,Unf,TA,AllPub,1Story,None,,0,TA,0,TA,1,0,0,Rec,5,1972,2007,509,,0,0,Gable,Typ,TA,TA,1089,SBrkr,0,0,Norm,0,TA,96,RL,3,,1,5,LwQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,VinylSd,461.0,202,5,Detchd,7700,1,1980.0,20,252,1926,142021.0
99,Y,No,242,Norm,Gd,Abnorml,3112,Corner,GdPrv,WD,0,NAmes,Gd,174.0,CompShg,Stucco,PConc,1Fam,1990,0.0,,Unf,Gd,AllPub,2Story,None,Ex,552,TA,512,TA,1,0,0,LwQ,8,1918,2006,225,Ex,16,1,Gable,Typ,Gd,TA,1567,SBrkr,0,392,Artery,1,TA,0,RL,4,,2,4,GLQ,Pave,3,2.0,Reg,Lvl,GasA,Y,Gtl,Stucco,795.0,1100,8,Detchd,25419,1,1918.0,75,1612,2404,276661.0
